"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"95062123700","Jardins Interiors d'Illa del Carlit","#","C","Roger de Flor","146","146","07","la Dreta de Eixample","02","Eixample","08013","019","BARCELONA","41.39734","2.175291","431058.6","4583195.163","431150.538","4583396.108","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"95062123700","Jardins Interiors d'Illa del Carlit","#","C","Roger de Flor","146","146","07","la Dreta de Eixample","02","Eixample","08013","019","BARCELONA","41.39734","2.175291","431058.6","4583195.163","431150.538","4583396.108","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"95072132256","Jardins Olga Sacharoff","#","C","Caravel·la La Niña","1","1","19","les Corts","04","Les Corts","08017","019","BARCELONA","41.390632","2.133698","427574.193","4582484.487","427666.099","4582685.425","934132400","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"95072132256","Jardins Olga Sacharoff","#","C","Caravel·la La Niña","1","1","19","les Corts","04","Les Corts","08017","019","BARCELONA","41.390632","2.133698","427574.193","4582484.487","427666.099","4582685.425","934132400","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"95081125403","Parc Can Ponsic","#","C","Enric Giménez","16","16","23","Sarrià","05","Sarrià-Sant Gervasi","08034","019","BARCELONA","41.396041","2.119468","426390.602","4583096.913","426482.497","4583297.856","010","Informació","","","","","","","",
"95081125600","Jardins de Can Sentmenat","#","C","Can Caralleu","6","14","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.40262","2.11511","426033.747","4583831.01","426125.638","4584031.96","010","Informació","","","","","","","",
"95109130139","Jardins del  Baix Guinardó","#","C","Marina","372","382","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.409308","2.168385","430494.018","4584529.414","430585.95","4584730.371","010","Tel.","","","","","","","",
"95125123610","Parc del Mirador del Poble-sec","#","Pg","Montjuïc","59","59","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.37192","2.170191","430605.215","4580377.218","430697.15","4580578.137","010","Tel.","","","","","","","",
"95125123707","Jardins de les Tres Xemeneies","#","Av","Paral·lel","49","49","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.374483","2.172438","430795.875","4580659.914","430887.811","4580860.836","010","Tel.","","","","","","","",
"95125123806","Parc Jorge Manrique","#","C","Jorge Manrique","30","30","41","la Vall d'Hebron","07","Horta-Guinardó","08035","019","BARCELONA","41.432255","2.146888","428722.446","4587094.467","428814.361","4587295.448","010","Informació","","","","","","","",
"95125123838","Parc de la Font Florida","#","G.V.","Corts Catalanes","196","196","14","la Font de la Guatlla","03","Sants-Montjuïc","08004","019","BARCELONA","41.368634","2.141058","428165.326","4580036.126","428257.238","4580237.041","010","Tel.","","","","","","","",
"95192110938","Jardins de Can Castelló","#","C","Freixa","56","56","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.39904","2.140188","428125.982","4583412.479","428217.893","4583613.425","010","Informació","","01/11","31/03","0000000","10:00:00","23:00:00"," ",
"95192110938","Jardins de Can Castelló","#","C","Freixa","56","56","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.39904","2.140188","428125.982","4583412.479","428217.893","4583613.425","010","Informació","","01/04","31/10","0000000","10:00:00","23:00:00"," ",
"96017105547","Jardins del Palau Robert","#","Pg","Gràcia","107","107","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.396132","2.15954","429740.588","4583073.727","429832.514","4583274.671","932921261","Tel.","","01/01","31/12","0000001","10:00:00","20:00:00"," ",
"96017105547","Jardins del Palau Robert","#","Pg","Gràcia","107","107","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.396132","2.15954","429740.588","4583073.727","429832.514","4583274.671","932921261","Tel.","","01/01","31/12","1111110","10:00:00","14:30:00"," ",
"96113124729","Parc del Port Olímpic","#","Av","Litoral","9994","9994","67","la Vila Olímpica del Poblenou","10","Sant Martí","08005","019","BARCELONA","41.389048","2.199185","433047.499","4582255.864","433139.456","4582456.801","010","Tel.","","","","","","","",
"96113125023","Parc del Poblenou","#","Av","Litoral","59","71","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.397279","2.207479","433749.284","4583163.352","433841.247","4583364.298","010","Tel.","","","","","","","",
"96142123016","Jardins Interior d'Illa de Montserrat Roig","#","C","Provença","535","535","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.408334","2.179472","431419.703","4584412.482","431511.644","4584613.439","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"96142123016","Jardins Interior d'Illa de Montserrat Roig","#","C","Provença","535","535","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.408334","2.179472","431419.703","4584412.482","431511.644","4584613.439","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"96142123016","Jardins Interior d'Illa de Montserrat Roig","#","C","Rosselló","488","488","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.408841","2.178446","431334.48","4584469.574","431426.42","4584670.531","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"96142123016","Jardins Interior d'Illa de Montserrat Roig","#","C","Rosselló","488","488","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.408841","2.178446","431334.48","4584469.574","431426.42","4584670.531","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"96269141552","Parc de la Barceloneta","#","Pg","Marítim de la Barceloneta","15","21","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.382954","2.19228","432463.911","4581584.77","432555.862","4581785.701","010","Tel.","","","","","","","",
"97142135707","Jardins Manuel de Pedrolo","#","C","Diputació","459","459","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.400655","2.180547","431501.435","4583559.078","431593.377","4583760.027","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"97142135707","Jardins Manuel de Pedrolo","#","C","Diputació","459","459","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.400655","2.180547","431501.435","4583559.078","431593.377","4583760.027","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"97142135851","Jardins Interior d'Illa de Cèsar Martinell","#","C","Villarroel","60","60","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.383574","2.159174","429696.479","4581679.892","429788.405","4581880.823","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"97142135851","Jardins Interior d'Illa de Cèsar Martinell","#","C","Villarroel","60","60","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.383574","2.159174","429696.479","4581679.892","429788.405","4581880.823","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"97209125302","Parc de la Vall d'Hebron","#","C","Juan de Mena","2","2","41","la Vall d'Hebron","07","Horta-Guinardó","08032","019","BARCELONA","41.431242","2.148401","428847.754","4586980.712","428939.67","4587181.692","010","Tel.","","","","","","","",
"97209132255","Parc Carmel","#","Ctra","Carmel","9999","9999","37","el Carmel","07","Horta-Guinardó","08024","019","BARCELONA","41.415166","2.155277","429404.846","4585190.388","429496.768","4585391.351","010","Tel.","","","","","","","",
"97248100532","Parc de Josep Maria Serra Martí","#","C","Miguel Hernández","16","16","49","Canyelles","08","Nou Barris","08042","019","BARCELONA","41.442961","2.165962","430327.537","4588267.498","430419.467","4588468.49","010","Tel.","","","","","","","",
"98223130028","Parc de les Cascades","#","Av","Litoral","12","14","03","la Barceloneta","01","Ciutat Vella","08005","019","BARCELONA","41.386313","2.195105","432703.632","4581955.412","432795.585","4582156.346","010","Tel.","","","","","","","",
"98225175911","Jardins de Vil·la Cecília","#","C","Santa Amèlia","1","1","23","Sarrià","05","Sarrià-Sant Gervasi","08034","019","BARCELONA","41.393749","2.121972","426597.314","4582840.357","426689.211","4583041.298","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","<br>Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"98225175911","Jardins de Vil·la Cecília","#","C","Santa Amèlia","1","1","23","Sarrià","05","Sarrià-Sant Gervasi","08034","019","BARCELONA","41.393749","2.121972","426597.314","4582840.357","426689.211","4583041.298","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"98294121049","Parc del Pla de Fornells","#","C","Nou Barris","14","14","50","les Roquetes","08","Nou Barris","08042","019","BARCELONA","41.448184","2.178606","431389.267","4588837.27","431481.206","4589038.268","010","Tel.","","","","","","","",
"98294133930","Parc de la Nova Icària","#","C","Jaume Vicens i Vives","1","1","67","la Vila Olímpica del Poblenou","10","Sant Martí","08005","019","BARCELONA","41.391532","2.201632","433254.675","4582529.756","433346.633","4582730.696","010","Tel.","","","","","","","",
"98294134447","Parc de Carles I","#","Av","Icària","121","121","67","la Vila Olímpica del Poblenou","10","Sant Martí","08005","019","BARCELONA","41.388999","2.193475","432570.069","4582254.878","432662.021","4582455.815","010","Tel.","","","","","","","",
"98294161742","Parc de Can Dragó","#","C","Rosselló i Porcel","7","7","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.436593","2.183165","431757.942","4587546.761","431849.885","4587747.747","010","Tel.","","01/01","31/12","0000000","00:00:00","23:59:00"," ",
"98301094052","Seminari Salesià Martí Codolar","Jardins","Av","Cardenal Vidal i Barraquer","1","1","41","la Vall d'Hebron","07","Horta-Guinardó","08035","019","BARCELONA","41.427366","2.149313","428919.712","4586549.677","429011.629","4586750.653","934291801","Tel.","","","","","","","",
"98301094052","Seminari Salesià Martí Codolar","Jardins","Av","Cardenal Vidal i Barraquer","1","1","41","la Vall d'Hebron","07","Horta-Guinardó","08035","019","BARCELONA","41.427366","2.149313","428919.712","4586549.677","429011.629","4586750.653","934208817","Fax","","","","","","","",
"98329120215","Jardí d'Elies Ortiz","#","Pg","Zona Franca","94","94","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.356482","2.143168","428328.402","4578685.236","428420.316","4578886.139","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"98329120215","Jardí d'Elies Ortiz","#","Pg","Zona Franca","94","94","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.356482","2.143168","428328.402","4578685.236","428420.316","4578886.139","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"99036100235","Jardins del Baluard","#","Av","Drassanes","1","1","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.375981","2.176065","431100.794","4580823.384","431192.733","4581024.307","010","Informació","","01/01","31/12","","11:00:00","14:00:00","Els jardins del Baluard tenen dificultats d'accés per a persones amb mobilitat reduïda",
"99036100235","Jardins del Baluard","#","Av","Drassanes","1","1","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.375981","2.176065","431100.794","4580823.384","431192.733","4581024.307","010","Informació","","01/01","31/12","","11:00:00","14:00:00"," ",
"99036100235","Jardins del Baluard","#","Av","Drassanes","1","1","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.375981","2.176065","431100.794","4580823.384","431192.733","4581024.307","010","Informació","","01/01","31/12","1111111","11:00:00","14:00:00"," ",
"99036100235","Jardins del Baluard","#","Av","Drassanes","1","1","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.375981","2.176065","431100.794","4580823.384","431192.733","4581024.307","010","Informació","","01/01","31/12","","11:00:00","14:00:00"," ",
"99076101840","Jardins Mercè Plantada","#","C","Àlaba","49","49","67","la Vila Olímpica del Poblenou","10","Sant Martí","08005","019","BARCELONA","41.395142","2.194534","432664.983","4582936.112","432756.936","4583137.055","","No tenen telèfon","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"99076101840","Jardins Mercè Plantada","#","C","Àlaba","49","49","67","la Vila Olímpica del Poblenou","10","Sant Martí","08005","019","BARCELONA","41.395142","2.194534","432664.983","4582936.112","432756.936","4583137.055","","No tenen telèfon","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"99085102712","Parc de Diagonal Mar","#","C","Llull","362","362","69","Diagonal Mar i el Front Marítim del Poblenou","10","Sant Martí","08019","019","BARCELONA","41.40933","2.213363","434253.324","4584496.712","434345.291","4584697.67","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00"," ",
"99085102712","Parc de Diagonal Mar","#","C","Llull","362","362","69","Diagonal Mar i el Front Marítim del Poblenou","10","Sant Martí","08019","019","BARCELONA","41.40933","2.213363","434253.324","4584496.712","434345.291","4584697.67","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"99099131947","Jardins Josep Goday i Casals","#","C","Emèrita Augusta","13","13","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.37906","2.125975","426915.521","4581206.224","427007.421","4581407.15","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"99099131947","Jardins Josep Goday i Casals","#","C","Emèrita Augusta","13","13","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.37906","2.125975","426915.521","4581206.224","427007.421","4581407.15","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932562200","Reserva d'activitats","","01/11","31/01","","10:00:00","17:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932562200","Reserva d'activitats","","01/11","31/01","","10:00:00","17:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932562200","Reserva d'activitats","","01/11","31/01","0000000","10:00:00","17:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932562200","Reserva d'activitats","","01/02","31/03","0000000","10:00:00","18:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932562200","Reserva d'activitats","","01/04","31/05","","10:00:00","20:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932562200","Reserva d'activitats","","01/04","31/05","","10:00:00","20:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","934245053","Fax","","01/11","31/01","","10:00:00","17:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","934245053","Fax","","01/11","31/01","","10:00:00","17:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","934245053","Fax","","01/11","31/01","0000000","10:00:00","17:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","934245053","Fax","","01/02","31/03","0000000","10:00:00","18:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","934245053","Fax","","01/04","31/05","","10:00:00","20:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","934245053","Fax","","01/04","31/05","","10:00:00","20:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932564160","Centraleta","","01/11","31/01","","10:00:00","17:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932564160","Centraleta","","01/11","31/01","","10:00:00","17:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932564160","Centraleta","","01/11","31/01","0000000","10:00:00","17:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932564160","Centraleta","","01/02","31/03","0000000","10:00:00","18:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932564160","Centraleta","","01/04","31/05","","10:00:00","20:00:00"," ",
"99106140304","Museu de Ciències Naturals de Barcelona - Jardí Botànic de Barcelona","#","C","Doctor Font i Quer","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.361178","2.152697","429130.563","4579198.827","429222.484","4579399.735","932564160","Centraleta","","01/04","31/05","","10:00:00","20:00:00"," ",
"99109141416","Parc Central de Nou Barris","#","Pl","Major de Nou Barris","1","1","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.436844","2.171238","430761.733","4587584.152","430853.667","4587785.138","010","Tel.","","","","","","","",
"99112134143","Jardins Rosa Luxemburg","#","Av","Cardenal Vidal i Barraquer","50","50","41","la Vall d'Hebron","07","Horta-Guinardó","08032","019","BARCELONA","41.432261","2.152787","429215.285","4587090.231","429307.205","4587291.212","010","Tel.","","","","","","","",
"99117134859","Jardins Interior d'Illa de Clotilde Cerdà","#","C","Marina","197","197","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.400549","2.178983","431370.629","4583548.522","431462.57","4583749.471","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"99117134859","Jardins Interior d'Illa de Clotilde Cerdà","#","C","Marina","197","197","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.400549","2.178983","431370.629","4583548.522","431462.57","4583749.471","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"99127085955","Jardinets de Salvador Espriu","#","Pg","Gràcia","118","118","31","la Vila de Gràcia","06","Gràcia","08008","019","BARCELONA","41.397382","2.15901","429697.634","4583212.913","429789.559","4583413.858","010","Tel.","","","","","","","",
"99133092609","Jardins del Clot de la Mel","#","C","Lope de Vega","280","280","65","el Clot","10","Sant Martí","08018","019","BARCELONA","41.411624","2.194289","432661.485","4584766.061","432753.437","4584967.021","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"99133092609","Jardins del Clot de la Mel","#","C","Lope de Vega","280","280","65","el Clot","10","Sant Martí","08018","019","BARCELONA","41.411624","2.194289","432661.485","4584766.061","432753.437","4584967.021","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"99188085150","Jardins Mestre Balcells","#","C","Sant Salvador","49","49","31","la Vila de Gràcia","06","Gràcia","08024","019","BARCELONA","41.407379","2.154038","429292.858","4584326.851","429384.779","4584527.806","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"99188085150","Jardins Mestre Balcells","#","C","Sant Salvador","49","49","31","la Vila de Gràcia","06","Gràcia","08024","019","BARCELONA","41.407379","2.154038","429292.858","4584326.851","429384.779","4584527.806","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"99278140944","Jardins Manuel J. Arnalot","#","C","Natzaret","52","52","39","Sant Genís dels Agudells","07","Horta-Guinardó","08035","019","BARCELONA","41.425846","2.136575","427853.638","4586391.461","427945.545","4586592.435","","No tenen telèfon","","","","","","","",
"99278141813","Jardins Montbau","#","C","Poesia","6","6","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.432509","2.142654","428368.988","4587126.151","428460.9","4587327.132","","No tenen telèfon","","","","","","","",
"99278142252","Jardins Can Brasó","#","C","Juan de Mena","10","10","41","la Vall d'Hebron","07","Horta-Guinardó","08032","019","BARCELONA","41.431242","2.148401","428847.754","4586980.712","428939.67","4587181.692","","No tenen telèfon","","","","","","","",
"99329085040","Jardins del Teatre Grec","#","Pg","Santa Madrona","38","38","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.370143","2.158629","429636.43","4580189.242","429728.356","4580390.159","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"99329085040","Jardins del Teatre Grec","#","Pg","Santa Madrona","38","38","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.370143","2.158629","429636.43","4580189.242","429728.356","4580390.159","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"99329085212","Jardins Laribal","#","Pg","Santa Madrona","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.368123","2.158491","429622.691","4579965.132","429714.617","4580166.047","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"99329085212","Jardins Laribal","#","Pg","Santa Madrona","2","2","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.368123","2.158491","429622.691","4579965.132","429714.617","4580166.047","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"99400036180","Jardins de Joan Brossa","#","Ctra","Montjuïc","26","26","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.368275","2.168671","430474.272","4579973.766","430566.205","4580174.681","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"99400036180","Jardins de Joan Brossa","#","Ctra","Montjuïc","26","26","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.368275","2.168671","430474.272","4579973.766","430566.205","4580174.681","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"99400036180","Jardins de Joan Brossa","#","Pl","Dante","9999","9999","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.368698","2.16504","430171.049","4580023.662","430262.98","4580224.578","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"99400036180","Jardins de Joan Brossa","#","Pl","Dante","9999","9999","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.368698","2.16504","430171.049","4580023.662","430262.98","4580224.578","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
"99400038912","Jardins Casa Sagnier","#","C","Brusi","51","61","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.401907","2.144539","428492.876","4583727.166","428584.79","4583928.115","010","Informació","","01/11","31/03","0000000","10:00:00","20:00:00"," ",
"99400038912","Jardins Casa Sagnier","#","C","Brusi","51","61","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.401907","2.144539","428492.876","4583727.166","428584.79","4583928.115","010","Informació","","01/04","31/10","0000000","10:00:00","23:00:00"," ",
"99400039577","Jardins del Rector Oliveras","#","Ptge","Rector Oliveras","2","2","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.394797","2.167844","430433.328","4582918.85","430525.26","4583119.793","010","Tel.","","01/11","31/03","0000000","10:00:00","19:00:00","Hora de tancament<br>aproximada,
en funció de<br> l'horari solar (tanquen<br> quan es fa fosc, al capvespre)",
"99400039577","Jardins del Rector Oliveras","#","Ptge","Rector Oliveras","2","2","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.394797","2.167844","430433.328","4582918.85","430525.26","4583119.793","010","Tel.","","01/04","31/10","0000000","10:00:00","21:00:00"," ",
